البرنامج (التصنيف الأول),تصنيف الاحتياج (التصنيف الثاني),نوع حليب الاطفال,قياس حفاضات الاطفال,قياس حفاضات عجزة,الكمية,هل حصلت العائلة (أو الفرد) على الخدمة,تاريخ الحصول على الخدمة,هل حصلت العائلة (أو الفرد) على الخدمة.1,تاريخ الحصول على الخدمة.1,_index,_parent_table_name,_parent_index,_submission__id,_submission__submission_time,_submission__validation_status,_submission__status
التعليم,مرحلة ابتدائية,,,,1,لا,,,,9871,FamilyMembers,10488,482959070,2025-05-21,,submitted_via_web
التعليم,مرحلة ابتدائية,,,,1,لا,,,,9872,FamilyMembers,10489,482959070,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9873,FamilyMembers,10490,482959296,2025-05-21,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,9874,FamilyMembers,10494,482982592,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9875,FamilyMembers,10503,482982597,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,2,لا,,,,9876,FamilyMembers,10510,482982610,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9877,FamilyMembers,10515,482982615,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9878,FamilyMembers,10516,482982622,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9879,FamilyMembers,10517,483022169,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,9880,FamilyMembers,10520,483022169,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9881,FamilyMembers,10521,483022180,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,9882,FamilyMembers,10521,483022180,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9883,FamilyMembers,10527,483022184,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9884,FamilyMembers,10530,483022230,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9885,FamilyMembers,10531,483023196,2025-05-21,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,9886,FamilyMembers,10531,483023196,2025-05-21,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,9887,FamilyMembers,10532,483023196,2025-05-21,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,9888,FamilyMembers,10533,483032069,2025-05-21,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,9889,FamilyMembers,10536,483032069,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9890,FamilyMembers,10537,483032082,2025-05-21,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,9891,FamilyMembers,10542,483032100,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9892,FamilyMembers,10547,483035108,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9893,FamilyMembers,10547,483035108,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,9894,FamilyMembers,10547,483035108,2025-05-21,,submitted_via_web
احتياجات غذائية,حليب أطفال,1 (من 1 إلى 6 أشهر ),,,1,لا,,,,9895,FamilyMembers,10547,483035108,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9896,FamilyMembers,10548,483036268,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9897,FamilyMembers,10549,483041798,2025-05-21,,submitted_via_web
احتياجات مالية أو سبل العيش,تأمين سكن,,,,1,لا,,,,9898,FamilyMembers,10550,483041798,2025-05-21,,submitted_via_web
احتياجات غذائية,حليب أطفال,أكثر من سنة,,,1,لا,,,,9899,FamilyMembers,10551,483041798,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9900,FamilyMembers,10552,483049632,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,9901,FamilyMembers,10553,483049632,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,3.0,,1,لا,,,,9902,FamilyMembers,10555,483049632,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9903,FamilyMembers,10556,483049635,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9904,FamilyMembers,10563,483049647,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات كبار,,,كبير,1,لا,,,,9905,FamilyMembers,10563,483049647,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9906,FamilyMembers,10564,483049654,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9907,FamilyMembers,10565,483049654,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9908,FamilyMembers,10568,483049664,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,3,لا,,,,9909,FamilyMembers,10569,483049664,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9910,FamilyMembers,10569,483049664,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9911,FamilyMembers,10571,483049669,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,9912,FamilyMembers,10571,483049669,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9913,FamilyMembers,10572,483049669,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9914,FamilyMembers,10572,483049669,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9915,FamilyMembers,10572,483049669,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9916,FamilyMembers,10573,483049682,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9917,FamilyMembers,10575,483049688,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9918,FamilyMembers,10578,483049694,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9919,FamilyMembers,10580,483049694,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9920,FamilyMembers,10580,483049694,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9921,FamilyMembers,10582,483049702,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9922,FamilyMembers,10582,483049702,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9923,FamilyMembers,10582,483049702,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,9924,FamilyMembers,10583,483049702,2025-05-21,,submitted_via_web
التعليم,مرحلة اعدادية,,,,1,لا,,,,9925,FamilyMembers,10584,483049702,2025-05-21,,submitted_via_web
التعليم,مرحلة اعدادية,,,,1,لا,,,,9926,FamilyMembers,10585,483049702,2025-05-21,,submitted_via_web
التعليم,مرحلة ابتدائية,,,,1,لا,,,,9927,FamilyMembers,10586,483049702,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9928,FamilyMembers,10587,483049711,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9929,FamilyMembers,10587,483049711,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9930,FamilyMembers,10587,483049711,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9931,FamilyMembers,10589,483049721,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9932,FamilyMembers,10589,483049721,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9933,FamilyMembers,10589,483049721,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9934,FamilyMembers,10593,483049732,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9935,FamilyMembers,10593,483049732,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9936,FamilyMembers,10593,483049732,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9937,FamilyMembers,10599,483049748,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9938,FamilyMembers,10599,483049748,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9939,FamilyMembers,10600,483049762,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,9940,FamilyMembers,10604,483049762,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9941,FamilyMembers,10605,483049770,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9942,FamilyMembers,10609,483049791,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,9943,FamilyMembers,10609,483049791,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9944,FamilyMembers,10612,483049804,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9945,FamilyMembers,10612,483049804,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9946,FamilyMembers,10612,483049804,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9947,FamilyMembers,10613,483049813,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9948,FamilyMembers,10619,483049819,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9949,FamilyMembers,10624,483049828,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,3.0,,1,لا,,,,9950,FamilyMembers,10626,483049828,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9951,FamilyMembers,10627,483049836,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9952,FamilyMembers,10627,483049836,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9953,FamilyMembers,10627,483049836,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,9954,FamilyMembers,10628,483049836,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9955,FamilyMembers,10629,483049849,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9956,FamilyMembers,10629,483049849,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9957,FamilyMembers,10632,483049861,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9958,FamilyMembers,10632,483049861,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9959,FamilyMembers,10632,483049861,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,9960,FamilyMembers,10634,483049861,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,2.0,,1,لا,,,,9961,FamilyMembers,10635,483049861,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9962,FamilyMembers,10636,483049878,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,4.0,,1,لا,,,,9963,FamilyMembers,10638,483049878,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9964,FamilyMembers,10638,483049878,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9965,FamilyMembers,10640,483049904,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9966,FamilyMembers,10645,483049921,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9967,FamilyMembers,10650,483049933,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9968,FamilyMembers,10651,483049933,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9969,FamilyMembers,10651,483049933,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9970,FamilyMembers,10653,483049945,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,9971,FamilyMembers,10655,483049945,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,9972,FamilyMembers,10655,483049945,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9973,FamilyMembers,10658,483049956,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,9974,FamilyMembers,10658,483049956,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9975,FamilyMembers,10659,483049973,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,9976,FamilyMembers,10659,483049973,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,9977,FamilyMembers,10660,483049973,2025-05-21,,submitted_via_web
التعليم,مرحلة ابتدائية,,,,1,لا,,,,9978,FamilyMembers,10661,483049973,2025-05-21,,submitted_via_web
التعليم,مرحلة ابتدائية,,,,1,لا,,,,9979,FamilyMembers,10662,483049973,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9980,FamilyMembers,10663,483049984,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,9981,FamilyMembers,10663,483049984,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9982,FamilyMembers,10664,483050047,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9983,FamilyMembers,10670,483050060,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9984,FamilyMembers,10672,483050084,2025-05-21,,submitted_via_web
احتياجات مالية أو سبل العيش,أخرى,,,,1,لا,,,,9985,FamilyMembers,10673,483050084,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9986,FamilyMembers,10674,483050099,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9987,FamilyMembers,10676,483050107,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9988,FamilyMembers,10680,483050124,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9989,FamilyMembers,10684,483050150,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,9990,FamilyMembers,10685,483050150,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9991,FamilyMembers,10688,483050161,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,9992,FamilyMembers,10689,483050161,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,9993,FamilyMembers,10690,483050161,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9994,FamilyMembers,10691,483050171,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9995,FamilyMembers,10694,483050203,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,9996,FamilyMembers,10696,483050221,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,4,لا,,,,9997,FamilyMembers,10696,483050221,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,4,لا,,,,9998,FamilyMembers,10696,483050221,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,مستلزمات اسعاف أولي,,,,1,لا,,,,9999,FamilyMembers,10696,483050221,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,10000,FamilyMembers,10697,483050221,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10001,FamilyMembers,10700,483050230,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,10002,FamilyMembers,10701,483050230,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10003,FamilyMembers,10702,483050238,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,10004,FamilyMembers,10703,483050238,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,10005,FamilyMembers,10703,483050238,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10006,FamilyMembers,10704,483059775,2025-05-21,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,10007,FamilyMembers,10704,483059775,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10008,FamilyMembers,10705,483059775,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10009,FamilyMembers,10706,483059775,2025-05-21,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,10010,FamilyMembers,10706,483059775,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,10011,FamilyMembers,10707,483061462,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,4,لا,,,,10012,FamilyMembers,10707,483061462,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,4,لا,,,,10013,FamilyMembers,10707,483061462,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10014,FamilyMembers,10707,483061462,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فوط صحية,,,,3,لا,,,,10015,FamilyMembers,10708,483061462,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,معدات طهي,,,,1,لا,,,,10016,FamilyMembers,10708,483061462,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10017,FamilyMembers,10712,483061822,2025-05-21,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,10018,FamilyMembers,10712,483061822,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10019,FamilyMembers,10713,483061822,2025-05-21,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات حماية طفولة,,,,1,لا,,,,10020,FamilyMembers,10713,483061822,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10021,FamilyMembers,10714,483062967,2025-05-21,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,10022,FamilyMembers,10714,483062967,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10023,FamilyMembers,10715,483064082,2025-05-21,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,10024,FamilyMembers,10715,483064082,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,4,لا,,,,10025,FamilyMembers,10716,483067689,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,10026,FamilyMembers,10716,483067689,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10027,FamilyMembers,10716,483067689,2025-05-21,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات عنف,,,,1,لا,,,,10028,FamilyMembers,10717,483067689,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10029,FamilyMembers,10720,483068067,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,10030,FamilyMembers,10720,483068067,2025-05-21,,submitted_via_web
احتياجات مالية أو سبل العيش,الحاجة ل حقيبة أو عدة عمل,,,,1,لا,,,,10031,FamilyMembers,10720,483068067,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,5.0,,2,لا,,,,10032,FamilyMembers,10722,483068067,2025-05-21,,submitted_via_web
احتياجات غذائية,حليب أطفال,أكثر من سنة,,,3,لا,,,,10033,FamilyMembers,10722,483068067,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10034,FamilyMembers,10723,483075781,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,10035,FamilyMembers,10724,483075781,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10036,FamilyMembers,10725,483079746,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10037,FamilyMembers,10726,483079746,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10038,FamilyMembers,10727,483080036,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,10039,FamilyMembers,10727,483080036,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10040,FamilyMembers,10728,483080036,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,10041,FamilyMembers,10728,483080036,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10042,FamilyMembers,10729,483080036,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,10043,FamilyMembers,10729,483080036,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10044,FamilyMembers,10730,483080036,2025-05-21,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,10045,FamilyMembers,10731,483080036,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10046,FamilyMembers,10732,483080036,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10047,FamilyMembers,10733,483085447,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10048,FamilyMembers,10734,483085447,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10049,FamilyMembers,10735,483091247,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10050,FamilyMembers,10736,483091247,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10051,FamilyMembers,10737,483091247,2025-05-21,,submitted_via_web
احتياجات غذائية,حليب أطفال,أكثر من سنة,,,1,لا,,,,10052,FamilyMembers,10738,483091247,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10053,FamilyMembers,10739,483104102,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10054,FamilyMembers,10743,483116281,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10055,FamilyMembers,10748,483118287,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10056,FamilyMembers,10752,483124064,2025-05-21,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,10057,FamilyMembers,10753,483124064,2025-05-21,,submitted_via_web
التعليم,قرطاسية عامة,,,,1,لا,,,,10058,FamilyMembers,10754,483124064,2025-05-21,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10059,FamilyMembers,10758,483197346,2025-05-22,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,10060,FamilyMembers,10758,483197346,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10061,FamilyMembers,10762,483200287,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10062,FamilyMembers,10763,483205943,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10063,FamilyMembers,10763,483205943,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-21,,,10064,FamilyMembers,10764,483205943,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10065,FamilyMembers,10764,483205943,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10066,FamilyMembers,10765,483205946,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10067,FamilyMembers,10766,483205947,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-21,,,10068,FamilyMembers,10769,483205948,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10069,FamilyMembers,10770,483205950,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10070,FamilyMembers,10770,483205950,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10071,FamilyMembers,10771,483205959,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10072,FamilyMembers,10772,483205967,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10073,FamilyMembers,10773,483205974,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10074,FamilyMembers,10774,483205978,2025-05-22,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,10075,FamilyMembers,10775,483205984,2025-05-22,,submitted_via_web
